uni_id,university_th,university_en,university_shortname,university_type,province,website,logo,campuses,faculties,majors
1001,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,CU,Public University,กรุงเทพมหานคร,https://www.university1.ac.th,https://example.com/logo/university1.png,"[{""campus_id"": 1, ""campus_name"": ""Campus 1""}]","[{""faculty_id"": 10, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 11, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 12, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 100, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 101, ""major_name"": ""ชีววิทยา""}, {""major_id"": 102, ""major_name"": ""เศรษฐศาสตร์""}]"
1002,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,KU,Public University,กรุงเทพมหานคร,https://www.university2.ac.th,https://example.com/logo/university2.png,"[{""campus_id"": 2, ""campus_name"": ""Campus 2""}]","[{""faculty_id"": 20, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 21, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 22, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 200, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 201, ""major_name"": ""ชีววิทยา""}, {""major_id"": 202, ""major_name"": ""เศรษฐศาสตร์""}]"
1003,มหาวิทยาลัยธรรมศาสตร์,Thammasat University,TU,Public University,ปทุมธานี,https://www.university3.ac.th,https://example.com/logo/university3.png,"[{""campus_id"": 3, ""campus_name"": ""Campus 3""}]","[{""faculty_id"": 30, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 31, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 32, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 300, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 301, ""major_name"": ""ชีววิทยา""}, {""major_id"": 302, ""major_name"": ""เศรษฐศาสตร์""}]"
1004,มหาวิทยาลัยมหิดล,Mahidol University,MU,Public University,นครปฐม,https://www.university4.ac.th,https://example.com/logo/university4.png,"[{""campus_id"": 4, ""campus_name"": ""Campus 4""}]","[{""faculty_id"": 40, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 41, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 42, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 400, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 401, ""major_name"": ""ชีววิทยา""}, {""major_id"": 402, ""major_name"": ""เศรษฐศาสตร์""}]"
1005,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,CMU,Public University,เชียงใหม่,https://www.university5.ac.th,https://example.com/logo/university5.png,"[{""campus_id"": 5, ""campus_name"": ""Campus 5""}]","[{""faculty_id"": 50, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 51, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 52, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 500, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 501, ""major_name"": ""ชีววิทยา""}, {""major_id"": 502, ""major_name"": ""เศรษฐศาสตร์""}]"
1006,มหาวิทยาลัยขอนแก่น,Khon Kaen University,KKU,Public University,ขอนแก่น,https://www.university6.ac.th,https://example.com/logo/university6.png,"[{""campus_id"": 6, ""campus_name"": ""Campus 6""}]","[{""faculty_id"": 60, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 61, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 62, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 600, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 601, ""major_name"": ""ชีววิทยา""}, {""major_id"": 602, ""major_name"": ""เศรษฐศาสตร์""}]"
1007,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,PSU,Public University,สงขลา,https://www.university7.ac.th,https://example.com/logo/university7.png,"[{""campus_id"": 7, ""campus_name"": ""Campus 7""}]","[{""faculty_id"": 70, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 71, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 72, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 700, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 701, ""major_name"": ""ชีววิทยา""}, {""major_id"": 702, ""major_name"": ""เศรษฐศาสตร์""}]"
1008,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,King Mongkut's University of Technology Thonburi,KMUTT,Public University,กรุงเทพมหานคร,https://www.university8.ac.th,https://example.com/logo/university8.png,"[{""campus_id"": 8, ""campus_name"": ""Campus 8""}]","[{""faculty_id"": 80, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 81, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 82, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 800, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 801, ""major_name"": ""ชีววิทยา""}, {""major_id"": 802, ""major_name"": ""เศรษฐศาสตร์""}]"
1009,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,KMITL,Public University,กรุงเทพมหานคร,https://www.university9.ac.th,https://example.com/logo/university9.png,"[{""campus_id"": 9, ""campus_name"": ""Campus 9""}]","[{""faculty_id"": 90, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 91, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 92, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 900, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 901, ""major_name"": ""ชีววิทยา""}, {""major_id"": 902, ""major_name"": ""เศรษฐศาสตร์""}]"
1010,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธัญบุรี,King Mongkut's University of Technology North Bangkok,KMUTNB,Public University,กรุงเทพมหานคร,https://www.university10.ac.th,https://example.com/logo/university10.png,"[{""campus_id"": 10, ""campus_name"": ""Campus 10""}]","[{""faculty_id"": 100, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 101, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 102, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 1000, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 1001, ""major_name"": ""ชีววิทยา""}, {""major_id"": 1002, ""major_name"": ""เศรษฐศาสตร์""}]"
1011,มหาวิทยาลัยบูรพา,Burapha University,BU,Public University,ชลบุรี,https://www.university11.ac.th,https://example.com/logo/university11.png,"[{""campus_id"": 11, ""campus_name"": ""Campus 11""}]","[{""faculty_id"": 110, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 111, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 112, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 1100, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 1101, ""major_name"": ""ชีววิทยา""}, {""major_id"": 1102, ""major_name"": ""เศรษฐศาสตร์""}]"
1012,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,SWU,Public University,กรุงเทพมหานคร,https://www.university12.ac.th,https://example.com/logo/university12.png,"[{""campus_id"": 12, ""campus_name"": ""Campus 12""}]","[{""faculty_id"": 120, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 121, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 122, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 1200, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 1201, ""major_name"": ""ชีววิทยา""}, {""major_id"": 1202, ""major_name"": ""เศรษฐศาสตร์""}]"
1013,มหาวิทยาลัยแม่ฟ้าหลวง,Mae Fah Luang University,MFU,Public University,เชียงราย,https://www.university13.ac.th,https://example.com/logo/university13.png,"[{""campus_id"": 13, ""campus_name"": ""Campus 13""}]","[{""faculty_id"": 130, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 131, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 132, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 1300, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 1301, ""major_name"": ""ชีววิทยา""}, {""major_id"": 1302, ""major_name"": ""เศรษฐศาสตร์""}]"
1014,มหาวิทยาลัยนเรศวร,Naresuan University,NU,Public University,พิษณุโลก,https://www.university14.ac.th,https://example.com/logo/university14.png,"[{""campus_id"": 14, ""campus_name"": ""Campus 14""}]","[{""faculty_id"": 140, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 141, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 142, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 1400, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 1401, ""major_name"": ""ชีววิทยา""}, {""major_id"": 1402, ""major_name"": ""เศรษฐศาสตร์""}]"
1015,มหาวิทยาลัยราชภัฏเชียงราย,Chiang Rai Rajabhat University,CRRU,Public University,เชียงราย,https://www.university15.ac.th,https://example.com/logo/university15.png,"[{""campus_id"": 15, ""campus_name"": ""Campus 15""}]","[{""faculty_id"": 150, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 151, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 152, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 1500, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 1501, ""major_name"": ""ชีววิทยา""}, {""major_id"": 1502, ""major_name"": ""เศรษฐศาสตร์""}]"
1016,มหาวิทยาลัยอุบลราชธานี,Ubon Ratchathani University,UBU,Public University,อุบลราชธานี,https://www.university16.ac.th,https://example.com/logo/university16.png,"[{""campus_id"": 16, ""campus_name"": ""Campus 16""}]","[{""faculty_id"": 160, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 161, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 162, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 1600, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 1601, ""major_name"": ""ชีววิทยา""}, {""major_id"": 1602, ""major_name"": ""เศรษฐศาสตร์""}]"
1017,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,MSU,Public University,มหาสารคาม,https://www.university17.ac.th,https://example.com/logo/university17.png,"[{""campus_id"": 17, ""campus_name"": ""Campus 17""}]","[{""faculty_id"": 170, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 171, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 172, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 1700, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 1701, ""major_name"": ""ชีววิทยา""}, {""major_id"": 1702, ""major_name"": ""เศรษฐศาสตร์""}]"
1018,มหาวิทยาลัยศิลปากร,Silpakorn University,SU,Public University,นครปฐม,https://www.university18.ac.th,https://example.com/logo/university18.png,"[{""campus_id"": 18, ""campus_name"": ""Campus 18""}]","[{""faculty_id"": 180, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 181, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 182, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 1800, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 1801, ""major_name"": ""ชีววิทยา""}, {""major_id"": 1802, ""major_name"": ""เศรษฐศาสตร์""}]"
